TREEID,TAXA,COMMON_NAME,TAG,TAGID,LIVE_TREE,DBH,THEIGHT,HEIGHT_LIVETOP,HEIGHT_LIVEBASE,CROWNWIDTH1,CROWNWIDTH2,CANOPYMISSING,CROWN_LIGHTEXP,TEAM,TREE_TYPE,DATE_MEASURE,TREE_ID_YR,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,LAT,LONG,TREE_STATUS,NATIVE_TREE,DBH_HEIGHT,DBHX
11541,Picea omorika ,Serbian spruce ,N,,,24,14.1,14.1,0.4,3.8,3.9,20,3,,Coniferous,,,,finnkopf@mail.ubc.ca,20220819195616,finnkopf@mail.ubc.ca,20241003205848,49.269099,-123.251634,,0,,
7862,Pseudotsuga menziesii ,Douglas-fir ,N,,,29,15.9,15.9,1,7.2,8.3,20,3,,Coniferous,,,,GISSTUD1,20200106220408,finnkopf@mail.ubc.ca,20241003210228,49.269116,-123.251687,,1,,
7863,Cedrus deodara ,deodar cedar,N,,,48,19.5,19.5,2.3,9.6,10.3,25,3,,Coniferous,,,,GISSTUD1,20200106220409,finnkopf@mail.ubc.ca,20241003210609,49.26919,-123.251709,,0,,
7864,Cedrus deodara ,deodar cedar,N,,Live,59,19.8,19.8,2.3,8.5,10.6,30,2,,Coniferous,,,,GISSTUD1,20200106220409,finnkopf@mail.ubc.ca,20241003210911,49.269256,-123.251776,,0,,
7865,Cedrus deodara ,deodar cedar,N,,Live,46,18.6,18.6,0.5,6.2,9.1,20,2,,Coniferous,,,,GISSTUD1,20200106220410,finnkopf@mail.ubc.ca,20241003211129,49.269301,-123.25182,,0,,
7866,Cedrus deodara ,deodar cedar,Y,1842,Live,56,16.6,16.6,0.8,10.2,10.9,15,3,,Coniferous,,,,GISSTUD1,20200106220411,finnkopf@mail.ubc.ca,20241003211504,49.269349,-123.251846,,0,,
,Picea omorika ,Serbian spruce ,Y,1849,Live,19,14,14,0,4.3,3.9,30,2,,Coniferous,,,,finnkopf@mail.ubc.ca,20241003212209,finnkopf@mail.ubc.ca,20241003212244,49.269174,-123.251552,,0,,
,Picea omorika ,Serbian spruce ,Y,1847,Live,25,14.2,14.2,0,4.3,4.7,25,2,,Coniferous,,,,finnkopf@mail.ubc.ca,20241003212448,finnkopf@mail.ubc.ca,20241003212448,49.269203,-123.251584,,0,,
7434,Cedrus deodara ,deodar cedar,Y,1846,,40,17.5,17.5,0.7,9.1,8.2,20,3,,Coniferous,,,,GISSTUD1,20200106220627,finnkopf@mail.ubc.ca,20241003212749,49.269246,-123.251557,,0,,
11696,Acer x freemanii ,Freeman maple,Y,10247,Live,28,15.1,15.1,2.8,9,10.2,15,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003213257,49.269601,-123.251839,,0,,
11913,Acer x freemanii ,Freeman maple,Y,10246,Live,30,17.7,17.7,2.8,10.8,9.6,10,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003213517,49.269656,-123.251687,,0,,
11611,Acer x freemanii ,Freeman maple,N,,Live,38,18.7,18.7,2.6,13.1,11.1,10,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003213722,49.269707,-123.251537,,0,,
11433,Prunus serrulata ,Japanese cherry,N,,,24,7.9,7.9,2.5,7.5,11.4,25,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003214024,49.269775,-123.251439,,0,,
12123,Prunus serrulata ,Japanese cherry,Y,10243,Live,25,7.9,7.9,2.5,11.5,7.8,25,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003214124,49.269754,-123.251418,,0,,
11847,Prunus serrulata ,Japanese cherry,Y,10242,Live,29,8.2,8.2,3.8,12.7,8.6,40,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003214410,49.269764,-123.25138,,0,,
12115,Acer x freemanii ,Freeman maple,N,,Live,29,12.9,12.9,1.2,10,8.8,5,5,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003214734,49.27003,-123.2517,,0,,
12035,Acer palmatum ,Japanese maple ,N,,Live,18,3.9,3.9,1.5,6,5.5,10,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003215152,49.269782,-123.252044,,0,0.4,
12128,Acer palmatum ,Japanese maple ,N,,Live,10,3.9,3.9,0.8,4.6,3,10,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003215332,49.269797,-123.252015,,0,0.6,
12062,Acer palmatum ,Japanese maple ,N,,Live,18,3.9,3.9,1.5,6.7,6,10,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003215546,49.269814,-123.251979,,0,0.6,
11992,Acer palmatum ,Japanese maple ,N,,Live,21,3.8,3.8,1.6,6.6,5.5,5,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003215731,49.269847,-123.251934,,0,0.5,
11569,Acer palmatum ,Japanese maple ,N,,Live,21,3.8,3.8,1.6,6,6.5,10,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003215913,49.26985,-123.25189,,0,0.5,
11493,Acer palmatum ,Japanese maple ,N,,Live,19,3.9,3.9,1.4,7,6.5,5,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003220203,49.269883,-123.251907,,0,0.6,
11916,Cornus ssp ,Dogwood ,N,,Live,16,4.7,4.7,0.9,6.7,6.7,30,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003220456,49.26991,-123.251976,,1,0.9,
11618,Cornus ssp ,Dogwood ,N,,Live,11,4.6,4.6,0.6,3.1,2.5,30,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003220659,49.269938,-123.251941,,1,0.6,
11521,Cornus ssp ,Dogwood ,N,,Live,11,4.9,4.9,1.7,6,5.6,15,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003221158,49.269974,-123.251962,,1,,
7443,Cotinus coggygria ‘Royal purple’,European smoke tree,N,,,,,,,,,,,,,,,,GISSTUD2,20200117202355,PLAN,20200914230520,49.264309,-123.247721,,,,
11785,Cornus ssp ,Dogwood ,N,,Live,13,6,6,1.7,4.2,4.9,15,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003221550,49.269981,-123.252011,,1,,
12089,Cornus ssp.,Dogwood,N,,Live,8,4.2,4.2,1.7,4.4,4.1,50,4,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003221924,49.270064,-123.252006,,1,,
11635,Cornus ssp.,Dogwood,N,,,8,5.1,5.1,1.7,5,3.5,40,3,,Angiosperm,,,witnessed student foraging for berries,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003223010,49.270101,-123.252028,,1,,
11561,Cornus ssp.,Dogwood,N,,Live,13,5.1,5.1,1.6,4.9,5.4,20,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003223155,49.270085,-123.252072,,1,,
12146,Cornus ssp.,Dogwood,N,,Live,6,3.4,3.4,1.4,1,1,30,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003223359,49.270174,-123.252063,,1,,
11600,Cercidiphyllum japonicum ,katsura-tree,N,,Live,21,8.9,8.9,2.1,5.1,6.4,15,4,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003223715,49.270184,-123.252101,,0,,
11723,Cercidiphyllum japonicum ,katsura-tree,N,,Live,19,10.1,7.3,1.8,6.3,4.7,80,3,,Angiosperm,,,dead branch and a lot of die back ,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003224210,49.270222,-123.252095,,0,,
11568,Cercidiphyllum japonicum ,katsura-tree,N,,Live,21,8.4,8.4,2.4,7,5.7,40,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003224432,49.270239,-123.252175,,0,,
11544,Cercidiphyllum japonicum ,katsura-tree,N,,Live,22,9.6,9.6,1.6,6.9,7.5,30,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003224818,49.270277,-123.252101,,0,,
11444,Cercidiphyllum japonicum ,katsura-tree,N,,Live,24,8.8,8.8,1.8,7.4,8.7,35,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003225153,49.2703,-123.252156,,0,,
6921,Acer palmatum ,Japanese maple ,N,,,,,,,,,,,,,,,,GISSTUD1,20200106231627,PLAN,20200914225641,49.265328,-123.245641,,,,
12007,Pyrus calleryana,callery pear,Y,10215,Live,10,4.4,4.4,1.3,3.8,4.1,25,5,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029165900,49.270071,-123.251281,,0,,
11854,Populus tremula 'Erecta',European aspen ,N,,Live,12,12.4,11.8,1.4,1.8,1.8,45,4,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029170236,49.270083,-123.251386,,0,,
12119,Pyrus calleryana,callery pear,Y,10216,Live,9,4.5,4.5,1.7,3,3.5,20,5,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029170446,49.270223,-123.251409,,0,,
6915,Acer palmatum ,Japanese maple ,Y,3005,,,,,,,,,,,,,,,GISSTUD1,20200106231614,PLAN,20200914230332,49.26519,-123.245523,,,,
11460,Populus tremula 'Erecta',European aspen ,N,,Live,11,11.6,11.6,1.3,1.9,2.2,25,4,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029170750,49.270181,-123.251467,,0,1,
11947,Populus tremula 'Erecta',European aspen ,N,,Live,11,12.6,12.4,1,1.8,2.1,50,4,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029171057,49.270272,-123.251549,,0,1,
12006,Pyrus calleryana,callery pear,N,,Live,14,4.6,4.6,1.2,4.6,4.2,20,5,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029171226,49.270364,-123.251542,,0,,
12133,Pyrus calleryana,callery pear,Y,10218,Live,10,4.6,4.6,1.7,3.4,3.3,30,5,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029171446,49.270433,-123.251601,,0,,
11503,Pyrus calleryana,callery pear,Y,10219,Live,8,3.9,3.6,,2.8,2.6,75,,,Deciduous,,,"not doing too good, die back ",finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241029171848,49.270639,-123.251757,,0,,
12386,Cornus 'Eddie's White Wonder',Eddie's White Wonder dogwood,,,Live,10,4.8,4.8,1.5,2.5,2.4,15,3,,Deciduous,,,,laura.grant@ubc.ca,20221202202347,finnkopf@mail.ubc.ca,20241003225800,49.270149,-123.252333,,0,,
12385,Cornus 'Eddie's White Wonder',Eddie's White Wonder dogwood,N,,Live,9,3.5,3.5,1.6,2,2,15,3,,Deciduous,,,,laura.grant@ubc.ca,20221202202255,finnkopf@mail.ubc.ca,20241003225816,49.270169,-123.252351,,0,,
6911,Metasequoia glybtostroboides ,Dawn cypress,n,,,,,,,,,,,,,,,,GISSTUD1,20200106231542,PLAN,20200914225736,49.264918,-123.245744,,,,
6913,Metasequoia glybtostroboides,Dawn cypress, N,,,,,,,,,,,,,,,,GISSTUD1,20200106231511,PLAN,20200914230655,49.264955,-123.245652,,,,
6910,Thuja plicata 'Zebrina','Zebrina' western red cedar,N,,,,,,,,,,,,,,,,GISSTUD1,20200106231608,PLAN,20200116192525,49.264987,-123.245471,,,,
8999,Acer palmatum,Japanese maple,N,,,,,,,,,,,,,,,,GISSTUD1,20200106225454,PLAN,20200914225828,49.264804,-123.245485,,,,
8998,Acer palmatum,Japanese maple ,N,,,,,,,,,,,,,,,,GISSTUD1,20200106225452,PLAN,20200914230357,49.264868,-123.245368,,,,
9001,Hamamelis mollis,Witch hazel,,,,,,,,,,,,,,,,,GISSTUD1,20200106225505,PLAN,20200914230941,49.264832,-123.245453,,,,
8997,Acer palmatum ,Japanese maple ,N,,,,,,,,,,,,,,,,GISSTUD1,20200106225452,PLAN,20200914230946,49.264897,-123.24529,,,,
12384,Cornus 'Eddie's White Wonder',Eddie's White Wonder dogwood,,,Live,8,3.6,3.6,1.6,2,2,25,3,,Deciduous,,,,laura.grant@ubc.ca,20221202202230,finnkopf@mail.ubc.ca,20241003225832,49.270188,-123.252372,,0,,
12383,Cornus 'Eddie's White Wonder',Eddie's White Wonder dogwood,,,Live,9,3.5,3.5,1.4,2.3,2,10,3,,Deciduous,,,,laura.grant@ubc.ca,20221202202204,finnkopf@mail.ubc.ca,20241003225845,49.270223,-123.252393,,0,,
8995,Corylus colurna,Hazelnut ,N,,,,,,,,,,,,,,,,GISSTUD1,20200106225446,PLAN,20200914225843,49.264995,-123.245023,,,,
12382,Cornus 'Eddie's White Wonder',Eddie's White Wonder dogwood,,,Live,,5.5,5.5,1.3,3.9,3.3,15,4,,Deciduous,,,,laura.grant@ubc.ca,20221202202131,finnkopf@mail.ubc.ca,20241003230123,49.270203,-123.252445,,0,,
12381,Cornus 'Eddie's White Wonder',Eddie's White Wonder dogwood,N,,Live,8,4.4,4.4,1.3,2.7,2.3,15,3,,Deciduous,,,,laura.grant@ubc.ca,20221202202101,finnkopf@mail.ubc.ca,20241003230429,49.270197,-123.252464,,0,,
12380,Cornus 'Eddie's White Wonder',Eddie's White Wonder dogwood,N,,Live,10,4.4,4.4,1.4,3.4,3.5,35,4,,Deciduous,,,,laura.grant@ubc.ca,20221202202018,finnkopf@mail.ubc.ca,20241003230654,49.270195,-123.252499,,0,,
,Hibiscus spp,rose of Sharon ,,,,11,2.5,2.5,0.7,2.7,2.9,10,5,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241003231036,finnkopf@mail.ubc.ca,20241003231036,49.270288,-123.252364,,0,,
12153,Acer griseum ,paperbark maple,N,,Live,17,8.5,8.5,1.8,6.2,6.1,15,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003231556,49.270371,-123.252105,,0,,
6928,Acer palmatum ,Japanese maple ,N,,,,,,,,,,,,,,,,GISSTUD1,20200106231647,PLAN,20200914230001,49.265046,-123.246723,,,,
6930,Corylus colurna ,Hazelnut ,N,,,,,,,,,,,,,,,,GISSTUD1,20200106231651,PLAN,20200914230435,49.265114,-123.246508,,,,
12086,Acer griseum ,paperbark maple,N,,Live,15,8.5,8.5,2.1,4.1,4.2,25,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003232053,49.270424,-123.252068,,0,,
6896,Pinus ssp.,Pine,N,,,,,,,,,,,,,,,,GISSTUD1,20200106231444,PLAN,20200914230005,49.265329,-123.246795,,,,
11982,Acer griseum ,paperbark maple,N,,Live,25,8.5,8.5,1.7,7,5.7,15,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003232217,49.270442,-123.252021,,0,,
12034,Fraxinus ornus,flowering ash/manna ash,N,,Live,15,6.4,6.4,1.4,4.6,3.7,15,3,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003232509,49.270505,-123.252041,,0,,
11565,Prunus serrulata ,Japanese cherry,Y,10259,Live,19,5.3,5.3,1.5,7.8,6.5,20,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003232755,49.270589,-123.252106,,0,,
11665,Prunus serrulata ,Japanese cherry,Y ,10240,Live,24,9.2,9.2,1.7,11.6,8.6,20,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003233433,49.269809,-123.251223,,0,,
11559,Prunus serrulata ,Japanese cherry,Y,10239,Live,30,9.4,9.4,2,12.2,10.2,40,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003233657,49.269828,-123.251169,,0,,
12002,Prunus serrulata ,Japanese cherry,Y,10238,Live,29,6.8,6.8,1.8,12.8,10.5,25,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003233936,49.269865,-123.251197,,0,,
12060,Pyrus calleryana,callery pear,Y,10214,Live,11,5.9,5.9,1.5,3.1,3,15,3,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003234152,49.269871,-123.251122,,0,,
11607,Acer griseum ,paperbark maple,N,,Live,24,8.5,8.5,1.8,5.8,5.6,15,3,,Angiosperm,,,,finnkopf@mail.ubc.ca,20220830192915,finnkopf@mail.ubc.ca,20241003232035,49.270406,-123.252125,,0,0.5,
,Pseudotsuga menziesii ,douglas-fir ,y,10609,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106232654,finnkopf@mail.ubc.ca,20241106232654,49.259813,-123.2547,,1,,
,Pseudotsuga menziesii ,Douglas-fir ,y,10620,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106232738,finnkopf@mail.ubc.ca,20241106232738,49.259759,-123.254706,,1,,
,Pseudotsuga menziesii ,Douglas-fir ,y,10621,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106232815,finnkopf@mail.ubc.ca,20241106232815,49.259745,-123.254692,,1,,
,Thuja plicata ,western red cedar ,y,10619,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106232902,finnkopf@mail.ubc.ca,20241106232902,49.259726,-123.254723,,1,,
,Pseudotsuga menziesii ,Douglas-fir ,y,10618,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106232944,finnkopf@mail.ubc.ca,20241106232944,49.259686,-123.254763,,1,,
,Pseudotsuga menziesii ,Douglas-fir ,n,,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106233041,finnkopf@mail.ubc.ca,20241106233041,49.259696,-123.254799,,1,,
8018,Acer platanoides,Norway maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106234217,laura.grant@ubc.ca,20221005173622,49.259927,-123.243674,,0,,
8017,Cornus nuttallii,Pacific dogwood,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106234215,laura.grant@ubc.ca,20221005173652,49.259895,-123.24372,,1,,
,Thuja plicata ,western red cedar ,y,10838,Live,41,,,0,9.6,10.2,20,2,,Coniferous,,,split main stem halfway up tree,finnkopf@mail.ubc.ca,20241106233439,finnkopf@mail.ubc.ca,20241106233439,49.259203,-123.254173,,1,,
6792,Acer rubrum,red maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106233641,laura.grant@ubc.ca,20221005173845,49.260549,-123.244356,,0,,
6793,Acer rubrum,red maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106233641,laura.grant@ubc.ca,20221005173917,49.260588,-123.244192,,0,,
,Acer macrophyllum ,Big leaf maple ,n,,Live,27,,,,10.7,9.7,40,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241106233852,finnkopf@mail.ubc.ca,20241106233852,49.2591,-123.254118,,1,,
6795,Acer rubrum,red maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106233643,laura.grant@ubc.ca,20221005174132,49.260683,-123.243913,,0,,
6794,Acer rubrum,red maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106233642,laura.grant@ubc.ca,20221005174159,49.260651,-123.243994,,0,,
,Acer macrophyllum ,Big leaf maple ,n,,Live,19,,,,10.6,10.4,40,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241106234300,finnkopf@mail.ubc.ca,20241106234300,49.259067,-123.254122,,1,,
,Pseudotsuga menziesii ,Douglas-fir ,y,10911,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106234504,finnkopf@mail.ubc.ca,20241106234504,49.259058,-123.253978,,1,,
,Acer macrophyllum ,Big leaf maple ,y,10878,Live,,,,,6.5,6.8,80,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241106234614,finnkopf@mail.ubc.ca,20241106235044,49.259078,-123.254025,,1,,11.5; 13
7233,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231727,laura.grant@ubc.ca,20221112143359,49.258123,-123.235558,,0,,
7234,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231727,laura.grant@ubc.ca,20221112143446,49.258104,-123.235711,,0,,
7235,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231728,laura.grant@ubc.ca,20221112143531,49.258174,-123.235772,,0,,
7236,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231728,laura.grant@ubc.ca,20221112143602,49.258272,-123.235663,,0,,
7237,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231729,laura.grant@ubc.ca,20221112143635,49.258221,-123.235526,,0,,
,Acer macrophyllum ,Big leaf maple ,y,10913,Live,14,,,,6.5,4.9,50,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241106235305,finnkopf@mail.ubc.ca,20241106235305,49.259035,-123.254085,,1,,
7166,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231531,laura.grant@ubc.ca,20221112144807,49.257474,-123.237155,,0,,
7167,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231532,laura.grant@ubc.ca,20221112144940,49.257565,-123.236887,,0,,
7168,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231533,laura.grant@ubc.ca,20221112145128,49.257616,-123.236744,,0,,
7169,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231609,laura.grant@ubc.ca,20221112145349,49.257719,-123.236533,,0,,
7170,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231610,laura.grant@ubc.ca,20221112145618,49.257752,-123.236379,,0,,
7171,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231610,laura.grant@ubc.ca,20221112145858,49.257789,-123.236271,,0,,
7172,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231611,laura.grant@ubc.ca,20221112150102,49.257819,-123.236166,,0,,
7173,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231612,laura.grant@ubc.ca,20221112150239,49.25785,-123.236102,,0,,
7174,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231614,laura.grant@ubc.ca,20221112150519,49.257933,-123.235963,,0,,
7175,Fraxinus angustifolia 'Raywood',narrow-leaf ash,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200214231627,laura.grant@ubc.ca,20221112150624,49.257929,-123.235836,,0,,
,Acer macrophyllum ,Big leaf maple ,y,10880,Live,,,,,9.6,8.5,55,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241106235532,finnkopf@mail.ubc.ca,20241106235532,49.259136,-123.253946,,1,,18.2; 8
,Thuja plicata ,Western red cedar ,y,10882,Live,92,,,,13.4,12.7,15,1,,Coniferous,,,,finnkopf@mail.ubc.ca,20241106235732,finnkopf@mail.ubc.ca,20241106235732,49.259141,-123.253914,,1,,
,Acer macrophyllum ,big leaf maple ,y,10881,Live,9,,,,5.5,4.2,85,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241106235901,finnkopf@mail.ubc.ca,20241106235901,49.259149,-123.253952,,1,,
,Acer macrophyllum ,Big leaf maple ,y,10879,Live,18,,,,8.7,10.8,20,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107000023,finnkopf@mail.ubc.ca,20241107000023,49.259129,-123.254012,,1,,
,Acer macrophyllum ,Big leaf maple ,y,10870,Live,15,,,,7.4,7.7,35,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107000131,finnkopf@mail.ubc.ca,20241107000131,49.259192,-123.253954,,1,,
,Alnus rubra,Red alder ,y,10846,Live,,,,,14.9,17.8,50,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107000435,finnkopf@mail.ubc.ca,20241107000435,49.25921,-123.254027,,1,,42; 29
,Alnus rubra ,Red alder ,y,10845,Live,35,,,,13.7,7.3,20,2,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107000649,finnkopf@mail.ubc.ca,20241107000649,49.259209,-123.254044,,1,,
,,standing dead tree ,,,,,,,,,,,,,,,,,finnkopf@mail.ubc.ca,20241107000726,finnkopf@mail.ubc.ca,20241107000726,49.259215,-123.254064,,,,
,Alnus rubra ,red alder ,y,10841,Live,19,,,,7.7,6.6,20,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107000831,finnkopf@mail.ubc.ca,20241107000831,49.259224,-123.254073,,1,,
,Acer macrophyllum ,Big leaf ,y,10839,Live,19,,,,8.8,10.3,25,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107001039,finnkopf@mail.ubc.ca,20241107001039,49.259212,-123.254116,,1,,
,Thuja plicata ,western red cedar ,y,10844,Live,31,,,,6.4,6.9,10,1,,Coniferous,,,,finnkopf@mail.ubc.ca,20241107001153,finnkopf@mail.ubc.ca,20241107001153,49.25922,-123.25409,,1,,
,Alnus rubra ,red alder ,y,10843,Live,36,,,,12.3,12.4,20,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107001331,finnkopf@mail.ubc.ca,20241107001331,49.259247,-123.254034,,1,,
,Acer macrophyllum ,Big leaf maple ,n,,Live,11,,,,9.8,3.5,20,1,,Angiosperm,,,,finnkopf@mail.ubc.ca,20241107001506,finnkopf@mail.ubc.ca,20241107001506,49.259232,-123.253994,,1,,
,Thuja plicata ,western red cedar ,n,,Live,,,,,,,,,,Coniferous,,,,finnkopf@mail.ubc.ca,20241107002813,finnkopf@mail.ubc.ca,20241107002813,49.259743,-123.254919,,1,,
